,parentid,username,userid,context,time,vote
975,74583737,arsho,3129414,"How to rotate the x direction of an image
You are nearly there. You need to keep the left and right portion of the image into two separate variables and then paste them in opposite direction on the original image.
from PIL import Image
output_image = 'test.png'
im = Image.open(""input.png"")
w, h = im.size
left_x = int(w / 2) - 2
right_x = w - left_x
left_portion = im.crop((0, 0, left_x, h))
right_portion = im.crop((right_x, 0, w, h))
im.paste(right_portion, (0, 0, left_x, h))
im.paste(left_portion, (right_x, 0, w, h))
im.save(output_image)
print(f""saved image {output_image}"")
input.png:
output.png:
Explanation:
I used left_x = int(w / 2) - 2 as to keep the middle border line in the middle. You may change it as it fits to your case.
References:
Documentation on pillow module",2022-11-26 16:31:59Z,3
976,74583735,closed,closed,closed,closed,closed
977,74583734,,,,,
978,74583732,,,,,
979,74583732,,,,,
980,74583730,X Y,19419696,Solution: Just use the sum() function with the length of the past 4 quarters ...,2022-11-26 19:35:18Z,0
981,74583729,,,,,
982,74583728,,,,,
983,74583726,,,,,
984,74583724,Lucas03,2026022,"I can't read :facepalm:
Testing configuration at /root/.homeassistant
There is written it looks for config in different directory. So I believe this is command I should have used:
docker exec homeassistant python -m homeassistant --script check_config --config /config",2022-11-26 16:23:45Z,0
985,74583722,,,,,
986,74583711,awwsom,8184516,"This is due to relative import. you see their are 2 types of import statement:
Absolute import: they start from the root of the project. Like in Django where the manage.py is, that is the root. So your import statement can be written as
from {AppName}.models import Questions
But here you are using relative path. Relative because you start from the current directory you are in and not the root. So in .models the . actually means current directory. You can not use models because there is no models in root directory.
For more in depth detail try this Python imports",2022-11-26 16:22:03Z,1
987,74583711,Riya,19674402,"That's a relative import. It means go back one level in the folder tree and import models.
This:
from .models import Questions
is the same as this:
from my_folder_containing_models.models import Questions",2022-11-26 16:22:03Z,1
988,74583710,,,,,
989,74583709,closed,closed,closed,closed,closed
990,11563638,VLAZ,3689450,"There are various methods to get an input textbox value directly (without wrapping the input element inside a form element):
Method 1
document.getElementById('textbox_id').value to get the value of desired box
For example
document.getElementById(""searchTxt"").value;
  Note: Method 2,3,4 and 6 returns a collection of elements, so use [whole_number] to get the desired occurrence. For the first element, use [0], for the second one use [1], and so on...
Method 2
Use document.getElementsByClassName('class_name')[whole_number].value which returns a Live HTMLCollection
For example
document.getElementsByClassName(""searchField"")[0].value; if this is the first textbox in your page.
Method 3
Use document.getElementsByTagName('tag_name')[whole_number].value which also returns a live HTMLCollection
For example
document.getElementsByTagName(""input"")[0].value;, if this is the first textbox in your page.
Method 4
document.getElementsByName('name')[whole_number].value which also >returns a live NodeList
For example
document.getElementsByName(""searchTxt"")[0].value; if this is the first textbox with name 'searchtext' in your page.
Method 5
Use the powerful document.querySelector('selector').value which uses a CSS selector to select the element
For example
document.querySelector('#searchTxt').value; selected by id
document.querySelector('.searchField').value; selected by class
document.querySelector('input').value; selected by tagname
document.querySelector('[name=""searchTxt""]').value; selected by name
Method 6
document.querySelectorAll('selector')[whole_number].value which also uses a CSS selector to select elements, but it returns all elements with that selector as a static Nodelist.
For example
document.querySelectorAll('#searchTxt')[0].value; selected by id
document.querySelectorAll('.searchField')[0].value; selected by class
document.querySelectorAll('input')[0].value; selected by tagname
document.querySelectorAll('[name=""searchTxt""]')[0].value; selected by name
Support
Browser Method1 Method2 Method3 Method4 Method5/6
IE6 Y(Buggy) N Y Y(Buggy) N
IE7 Y(Buggy) N Y Y(Buggy) N
IE8 Y N Y Y(Buggy) Y
IE9 Y Y Y Y(Buggy) Y
IE10 Y Y Y Y Y
FF3.0 Y Y Y Y N IE=Internet Explorer
FF3.5/FF3.6 Y Y Y Y Y FF=Mozilla Firefox
FF4b1 Y Y Y Y Y GC=Google Chrome
GC4/GC5 Y Y Y Y Y Y=YES,N=NO
Safari4/Safari5 Y Y Y Y Y
Opera10.10/
Opera10.53/ Y Y Y Y(Buggy) Y
Opera10.60
Opera 12 Y Y Y Y Y
Useful links
To see the support of these methods with all the bugs including more details click here
Difference Between Static collections and Live collections click Here
Difference Between NodeList and HTMLCollection click Here",2022-08-19 10:03:08Z,2222
991,11563638,maudulus,3216297,"//creates a listener for when you press a key
window.onkeyup = keyup;

//creates a global Javascript variable
var inputTextValue;

function keyup(e) {
  //setting your input text to the global Javascript Variable for every key press
  inputTextValue = e.target.value;

  //listens for you to press the ENTER key, at which point your web address will change to the one you have input in the search box
  if (e.keyCode == 13) {
    window.location = ""http://www.myurl.com/search/"" + inputTextValue;
  }
}
See this functioning in codepen.",2016-12-08 05:01:09Z,41
992,11563638,John Smith,4509083,"I would create a variable to store the input like this:
var input = document.getElementById(""input_id"").value;
And then I would just use the variable to add the input value to the string.
= ""Your string"" + input;",2015-06-04 07:12:10Z,31
993,11563638,viana,2570426,"You should be able to type:
var input = document.getElementById(""searchTxt"");

function searchURL() {
     window.location = ""http://www.myurl.com/search/"" + input.value;
}
<input name=""searchTxt"" type=""text"" maxlength=""512"" id=""searchTxt"" class=""searchField""/>
Run code snippetExpand snippet
I'm sure there are better ways to do this, but this one seems to work across all browsers, and it requires minimal understanding of JavaScript to make, improve, and edit.",2019-01-23 17:48:32Z,22
994,11563638,Deepend,1214163,"Also you can, call by tags names, like this: form_name.input_name.value; So you will have the specific value of determined input in a specific form.",2014-06-23 18:31:38Z,16
995,11563638,Kamil Kiełczewski,860099,"Short
You can read value by searchTxt.value
Show code snippet",2022-09-08 17:41:40Z,8
996,11563638,Peter Mortensen,63550,"<input type=""text"" onkeyup=""trackChange(this.value)"" id=""myInput"">
<script>
    function trackChange(value) {
        window.open(""http://www.google.com/search?output=search&q="" + value)
    }
</script>",2022-09-19 19:44:46Z,7
997,11563638,Peter Mortensen,63550,"Tested in Chrome and Firefox:
Get value by element id:
<input type=""text"" maxlength=""512"" id=""searchTxt"" class=""searchField""/>
<input type=""button"" value=""Get Value"" onclick=""alert(searchTxt.value)"">
Set value in form element:
<form name=""calc"" id=""calculator"">
  <input type=""text"" name=""input"">
  <input type=""button"" value=""Set Value"" onclick=""calc.input.value='Set Value'"">
</form>
https://jsfiddle.net/tuq79821/
Also have a look at a JavaScript calculator implementation.
From @bugwheels94: when using this method, be aware of this issue.",2022-09-19 19:48:15Z,5
998,11563638,Peter Mortensen,63550,"If your input is in a form and you want to get the value after submit you can do like:
<form onsubmit=""submitLoginForm(event)"">
    <input type=""text"" name=""name"">
    <input type=""password"" name=""password"">
    <input type=""submit"" value=""Login"">
</form>

<script type=""text/javascript"">

    function submitLoginForm(event){
        event.preventDefault();

        console.log(event.target['name'].value);
        console.log(event.target['password'].value);
    }
</script>
Benefit of this way: Example your page have 2 form for input sender and receiver information.
If you don't use form for get value then
You can set two different id (or tag or name ...) for each field like sender-name and receiver-name, sender-address and receiver-address, ...
If you set the same value for two inputs, then after getElementsByName (or getElementsByTagName ...) you need to remember 0 or 1 is sender or receiver. Later, if you change the order of 2 form in HTML, you need to check this code again
If you use form, then you can use name, address, ...",2022-09-19 20:04:49Z,4
999,11563638,Peter Mortensen,63550,"You can use onkeyup when you have more than one input field. Suppose you have four or input. Then document.getElementById('something').value is annoying. We need to write four lines to fetch the value of an input field.
So, you can create a function that store value in object on keyup or keydown event.
Example:
<div class=""container"">
    <div>
        <label for="""">Name</label>
        <input type=""text"" name=""fname"" id=""fname"" onkeyup=handleInput(this)>
    </div>
    <div>
        <label for="""">Age</label>
        <input type=""number"" name=""age"" id=""age"" onkeyup=handleInput(this)>
    </div>
    <div>
        <label for="""">Email</label>
        <input type=""text"" name=""email"" id=""email"" onkeyup=handleInput(this)>
    </div>
    <div>
        <label for="""">Mobile</label>
        <input type=""number"" name=""mobile"" id=""number"" onkeyup=handleInput(this)>
    </div>
    <div>
        <button onclick=submitData()>Submit</button>
    </div>
</div>
JavaScript:
<script>
    const data = { };

    function handleInput(e){
        data[e.name] = e.value;
    }

    function submitData(){
        console.log(data.fname); // Get the first name from the object
        console.log(data); // return object
    }
</script>",2022-09-19 20:09:41Z,4
1000,11563638,Nimantha,12892553,"function handleValueChange() {
    var y = document.getElementById('textbox_id').value;
    var x = document.getElementById('result');
    x.innerHTML = y;
}

function changeTextarea() {
  var a = document.getElementById('text-area').value;
  var b = document.getElementById('text-area-result');
  b.innerHTML = a;
}
input {
  padding: 5px;
}

p {
  white-space: pre;
}
<input type=""text"" id=""textbox_id"" placeholder=""Enter string here..."" oninput=""handleValueChange()"">
<p id=""result""></p>

<textarea name="""" id=""text-area"" cols=""20"" rows=""5"" oninput=""changeTextarea()""></textarea>
<p id=""text-area-result""></p>
Run code snippetExpand snippet",2021-11-28 15:19:52Z,3
